brake,target,speed,slope,acc
2222,2084,1973,3,0
2222,2084,1973,3,-15
2222,2084,1970,3,15
2222,2084,1973,3,-25
2222,2084,1968,3,15
2222,2084,1971,3,-10
2222,2084,1969,3,-5
2222,2084,1968,3,-10
2222,2084,1966,3,-10
2222,2084,1964,3,0
2222,2084,1964,3,-20
2222,2084,1960,3,5
2222,2084,1961,3,-30
2222,2084,1955,3,0
2222,2084,1955,3,-20
2222,2084,1951,3,-10
2222,2084,1949,4,-20
2222,2078,1945,4,5
2222,2068,1946,4,-20
2222,2058,1942,5,-5
2222,2048,1941,5,0
2222,2038,1941,5,-20
2222,2028,1937,6,-5
2222,2018,1936,6,-20
2222,2008,1932,6,5
2222,1998,1933,7,-30
2222,1987,1927,7,0
2222,1977,1927,8,-25
2222,1967,1922,8,0
2222,1956,1922,9,-20
2222,1946,1918,9,-15
2222,1936,1915,10,0
2222,1925,1915,10,-50
2222,1914,1905,11,-35
2222,1904,1898,12,-70
2212,1893,1884,12,-80
2198,1883,1868,13,-60
2184,1873,1856,13,-85
2171,1862,1839,14,-70
2157,1852,1825,14,-55
2144,1841,1814,15,-80
2130,1831,1798,15,-70
2116,1821,1784,16,-80
2103,1810,1768,16,-70
2089,1800,1754,16,-70
2076,1790,1740,17,-70
2062,1779,1726,17,-80
2049,1769,1710,17,-65
2036,1759,1697,18,-70
2022,1749,1683,18,-75
2009,1739,1668,18,-75
1979,1729,1653,18,-70
2009,1725,1639,18,-65
1996,1715,1626,19,-80
1983,1704,1610,19,-80
1970,1694,1594,19,-75
1957,1684,1579,19,-65
1945,1675,1566,19,-75
1932,1665,1551,19,-75
1919,1655,1536,19,-65
1907,1645,1523,19,-85
1895,1635,1506,19,-70
1882,1626,1492,19,-60
1869,1616,1480,19,-50
1857,1606,1470,20,-50
1845,1597,1460,20,-70
1832,1587,1446,20,-50
1820,1577,1436,20,-55
1808,1568,1425,19,-45
1796,1558,1416,19,-45
1783,1549,1407,19,-30
1771,1539,1401,19,-50
1759,1530,1391,19,-45
1726,1520,1382,19,-35
1713,1510,1375,19,-40
1701,1501,1367,19,-40
1689,1491,1359,19,-50
1677,1481,1349,19,-40
1664,1472,1341,18,-30
1652,1462,1335,18,-35
1640,1452,1328,18,-50
1628,1443,1318,18,-35
1615,1433,1311,17,-40
1603,1423,1303,17,-30
1591,1414,1297,17,-45
1578,1404,1288,16,-30
1578,1394,1282,16,-40
1578,1385,1274,16,-40
1578,1375,1266,15,-35
1578,1365,1259,15,-35
1578,1355,1252,15,-40
1578,1346,1244,14,-35
1578,1336,1237,14,-30
1578,1326,1231,13,-45
1578,1316,1222,13,-35
1578,1306,1215,13,-25
1578,1297,1210,12,-35
1578,1287,1203,12,-35
1578,1277,1196,12,-30
1578,1267,1190,11,-30
1578,1257,1184,11,-45
1578,1247,1175,11,-30
1578,1237,1169,10,-30
1578,1227,1163,10,-45
1578,1217,1154,9,-35
1578,1207,1147,9,-50
1578,1197,1137,9,-40
1578,1187,1129,8,-60
1578,1177,1117,8,-65
1568,1167,1104,8,-60
1568,1157,1092,7,-60
1568,1147,1080,7,-60
1568,1137,1068,7,-70
1568,1130,1054,7,-55
1568,1120,1043,6,-60
1568,1111,1031,6,-60
1568,1101,1019,6,-65
1568,1091,1006,5,-60
1568,1081,994,5,-50
1568,1072,984,5,-50
1568,1062,974,5,-70
1568,1053,960,4,-65
1568,1043,947,4,-45
1568,1033,938,4,-60
1568,1024,926,4,-65
1568,1014,913,3,-45
1568,1005,904,3,-55
1568,995,893,3,-75
1568,986,878,3,-45
1568,977,869,3,-45
1568,967,860,3,-45
1568,958,851,2,-25
1568,949,846,2,-45
1568,939,837,2,-50
1568,930,827,2,-25
1568,920,822,2,-55
1568,911,811,2,-25
1568,901,806,2,-40
1568,892,798,2,-55
1568,883,787,2,-30
1568,873,781,2,-70
1568,864,767,2,-35
1568,855,760,2,-75
1568,845,745,2,-45
1568,836,736,2,-60
1568,827,724,2,-55
1568,817,713,2,-45
1568,808,704,2,-75
1568,799,689,2,-35
1568,790,682,2,-70
1568,781,668,2,-45
1568,774,659,2,-60
1568,765,647,2,-55
1568,756,636,2,-55
1568,747,625,2,-55
1568,739,614,2,-55
1568,730,603,2,-60
1568,721,591,2,-45
1568,713,582,2,-55
1568,704,571,2,-35
1568,696,564,2,-45
1568,687,555,2,-25
1568,679,550,2,-25
1568,670,545,2,-25
1568,662,540,2,-15
1568,653,537,2,-30
1568,644,531,2,-20
1568,636,527,2,-15
1568,627,524,2,-35
1568,618,517,2,-10
1568,609,515,2,-30
1568,600,509,2,-20
1568,591,505,2,-20
1568,582,501,2,-35
1568,573,494,2,-10
1568,564,492,2,-20
1568,555,488,2,-35
1568,545,481,2,-10
1568,536,479,2,-50
1568,527,469,2,-35
1568,517,462,2,-30
1568,508,456,2,-50
1568,499,446,2,-35
1568,489,439,2,-30
1568,480,433,2,-45
1568,470,424,2,-40
1568,461,416,2,-30
1568,451,410,2,-40
1568,442,402,2,-45
1568,432,393,2,-35
1568,423,386,2,-30
1568,413,380,2,-45
1568,403,371,2,-30
1568,393,365,2,-35
1568,384,358,2,-45
1568,374,349,2,-45
1568,364,340,2,-45
1568,358,331,2,-55
1568,348,320,2,-50
1568,339,310,2,-70
1568,329,296,2,-40
1568,320,288,2,-60
1568,311,276,2,-45
1568,301,267,2,-65
1568,292,254,2,-55
1568,283,243,2,-50
1568,275,233,2,-60
1568,266,221,2,-50
1568,258,211,2,-55
1568,249,200,2,-55
1568,242,189,2,-60
1568,234,177,2,-50
1568,227,167,2,-35
1568,219,160,2,-45
1568,212,151,2,-20
1568,204,147,2,-20
1568,196,143,2,-15
1568,189,140,2,-10
1568,181,138,2,-20
1568,173,134,2,-15
1568,165,131,2,-25
1568,157,126,2,-30
1568,148,120,2,-35
1568,140,113,2,-40
1568,131,105,2,-35
1568,123,98,2,-45
1568,116,89,2,-50
1568,108,79,2,-40
1568,101,71,2,-35
1568,94,64,2,-30
1568,87,58,2,-25
1568,81,53,2,-20
1568,74,49,2,5
1568,66,50,2,-10
1568,59,48,2,0
1568,0,48,2,-5
1568,0,47,2,-10
1568,0,45,2,-20
1568,0,41,2,-50
1568,0,31,2,-60
1568,0,19,2,-65
1568,0,6,2,-30
1568,0,0,2,0
1568,0,0,2,0
1568,0,0,2,0
